relative_path,category,filename,size_bytes,modified_utc,years_in_filename,has_post_mz,same_basename_count,audience,display_title,icd10_primary,icd_count,audience_confidence,protocol_kind,scope_label_ru
minzdrav_protocols/anesteziologiya-reanimatologiya/КП_Диагностика_лечение_профилактика_инфаркта_мозга_детс_нас_пост_МЗ_2024_127.pdf,anesteziologiya-reanimatologiya,КП_Диагностика_лечение_профилактика_инфаркта_мозга_детс_нас_пост_МЗ_2024_127.pdf,1629877,2026-05-30T13:52:46Z,2024,yes,2,pediatric,Диагностика лечение профилактика инфаркта мозга детское население пост. МЗ 2024 127,I63|I63.0|I63.1|I63.2|I63.3|I63.4|I63.5|I63.8|I63.9|I69.3|D68.5,12,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/anesteziologiya-reanimatologiya/КП_Диагностика_лечение_реабилитация_пациентов_термической_травмой_и_последствиями_пост_МЗ_2025_40.pdf,anesteziologiya-reanimatologiya,КП_Диагностика_лечение_реабилитация_пациентов_термической_травмой_и_последствиями_пост_МЗ_2025_40.pdf,477765,2026-05-30T13:52:47Z,2025,yes,3,mixed,Диагностика лечение реабилитация пациентов термической травмой и последствиями пост. МЗ 2025 40,L55,9,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/anesteziologiya-reanimatologiya/КП_Диагностика_лечение_системной_токсичности_при_применении_местных_анестетиков_пост_МЗ_2017_50.pdf,anesteziologiya-reanimatologiya,КП_Диагностика_лечение_системной_токсичности_при_применении_местных_анестетиков_пост_МЗ_2017_50.pdf,274378,2026-05-30T13:52:47Z,2017,yes,2,any,Диагностика лечение системной токсичности при применении местных анестетиков пост. МЗ 2017 50,I50.9|O26.9,2,default,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/anesteziologiya-reanimatologiya/КП_Интенсивная_терапия_критических_для_жизни_состояний_взр_население_ пост_МЗ_13.06.2023_100.pdf,anesteziologiya-reanimatologiya,КП_Интенсивная_терапия_критических_для_жизни_состояний_взр_население_ пост_МЗ_13.06.2023_100.pdf,389410,2026-05-30T13:52:48Z,2023,yes,1,adult,Интенсивная терапия критических для жизни состояний взрослое население пост. МЗ 13.06.2023 100,B24|K04.7,3,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/anesteziologiya-reanimatologiya/КП_Оказание мед_помощи_в_критических_для_жизни_состояниях_23_08_2021_№99.pdf,anesteziologiya-reanimatologiya,КП_Оказание мед_помощи_в_критических_для_жизни_состояниях_23_08_2021_№99.pdf,1188721,2026-05-30T13:52:49Z,2021,no,1,any,Оказание мед помощи в критических для жизни состояниях 23.08.2021 №99,B24|N97.9,4,default,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/anesteziologiya-reanimatologiya/КП_Оказание_медицинской_помощи_в_неонатологии_постановление_МЗ_18042022_34.pdf,anesteziologiya-reanimatologiya,КП_Оказание_медицинской_помощи_в_неонатологии_постановление_МЗ_18042022_34.pdf,1344349,2026-05-30T13:52:49Z,2022,yes,3,pediatric,Оказание медицинской помощи в неонатологии постановление МЗ 18042022 34,B19|B24|O72,6,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/anesteziologiya-reanimatologiya/КП_Оказание_экстренной_неотложной_медпомощи_пациентам_дет_возраста_пост_МЗ_17.08.2023_118.pdf,anesteziologiya-reanimatologiya,КП_Оказание_экстренной_неотложной_медпомощи_пациентам_дет_возраста_пост_МЗ_17.08.2023_118.pdf,466876,2026-05-30T13:52:50Z,2023,yes,5,pediatric,Оказание экстренной неотложной медпомощи пациентам дет возраста пост. МЗ 17.08.2023 118,L51.2|B24,24,index_csv,clinical,Клинический КП (есть коды МКБ)
"minzdrav_protocols/bolezni-sistemy-krovoobrashcheniya/КП Диагностика и лечение болезней, характеризующихся повышенным кровяным давлением 06.06.2017 № 59.pdf",bolezni-sistemy-krovoobrashcheniya,"КП Диагностика и лечение болезней, характеризующихся повышенным кровяным давлением 06.06.2017 № 59.pdf",386459,2026-05-30T13:52:50Z,2017,no,1,any,"Диагностика и лечение болезней, характеризующихся повышенным кровяным давлением 06.06.2017 №59",I10.0|I11.0|I13.0|I13.2|B24|I12.0|I15.0|I21.9,8,default,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/bolezni-sistemy-krovoobrashcheniya/КП Диагностика и лечение пациентов с хронической атеросклеротической аневризмой нисходящего отдела грудной и брюшной аорты 01.06.2017 № 47.pdf,bolezni-sistemy-krovoobrashcheniya,КП Диагностика и лечение пациентов с хронической атеросклеротической аневризмой нисходящего отдела грудной и брюшной аорты 01.06.2017 № 47.pdf,262004,2026-05-30T13:52:51Z,2017,no,2,any,Диагностика и лечение пациентов с хронической атеросклеротической аневризмой нисходящего отдела грудной и брюшной аорты 01.06.2017 №47,I71.2|I71.4,7,default,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/bolezni-sistemy-krovoobrashcheniya/КП_Диагностика_и_лечение_пациентов_(взрослое_население)_с_тромбозом_глубоких_вен_пост_МЗ_от_22_03_2022_№17.pdf,bolezni-sistemy-krovoobrashcheniya,КП_Диагностика_и_лечение_пациентов_(взрослое_население)_с_тромбозом_глубоких_вен_пост_МЗ_от_22_03_2022_№17.pdf,204162,2026-05-30T13:52:51Z,2022,yes,2,adult,Диагностика и лечение пациентов (взрослое население) с тромбозом глубоких вен пост. МЗ от 22.03.2022 №17,I80|I82|B24|D68.5|D68.6,10,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/bolezni-sistemy-krovoobrashcheniya/КП_Диагностика_и_лечение_пациентов_с_заболеваниями_периферических_артерий_взр_нас_пост_МЗ_11.05.2023_77.pdf,bolezni-sistemy-krovoobrashcheniya,КП_Диагностика_и_лечение_пациентов_с_заболеваниями_периферических_артерий_взр_нас_пост_МЗ_11.05.2023_77.pdf,308641,2026-05-30T13:52:52Z,2023,yes,2,adult,Диагностика и лечение пациентов с заболеваниями периферических артерий взрослое население пост. МЗ 11.05.2023 77,I70|I71|I72|I73|I74|I77|B24|I21.9|I64|O72|O88.2,16,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/bolezni-sistemy-krovoobrashcheniya/КП_Диагностика_и_лечение_пациентов_с_хроническими_заболеваниями_вен_взр_население-пост_МЗ_2022_55.pdf,bolezni-sistemy-krovoobrashcheniya,КП_Диагностика_и_лечение_пациентов_с_хроническими_заболеваниями_вен_взр_население-пост_МЗ_2022_55.pdf,208596,2026-05-30T13:52:52Z,2022,yes,3,adult,Диагностика и лечение пациентов с хроническими заболеваниями вен взрослое население-пост. МЗ 2022 55,I80|I83|I86.2|I86.3|I87|I82|B24|L30.9,9,index_csv,clinical,Клинический КП (есть коды МКБ)
